name,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,night_range
BKK PARAGON/Pratunam 5mins BTS 2nd fl.,Pemigar,Ratchathewi,13.74978,100.53301,Entire home/apt,1009,3,113,2022-12-21,1.2,5,57,3,Week 1
Cozy Apt @ Ratchayothin BTS Great Facility,Nokina,Chatu Chak,13.83028,100.57065,Entire home/apt,866,4,9,2021-12-14,0.08,2,0,0,Week 1
Spare room in a gated compound,Annie,Bang Na,13.65979,100.60643,Private room,700,1,4,2016-09-06,0.04,1,365,0,Week 1
❂City center☾Train station☽Private Bathroom8Aircon,Evan,Sathon,13.72074,100.54712,Entire home/apt,800,1,192,2020-02-28,1.78,37,346,0,Week 1
✭✭✭✭Cozy Hideawy in BKK Center near MRT Lumpini✭✭✭,Evan,Sathon,13.72062,100.54707,Entire home/apt,609,1,156,2022-11-20,1.45,37,312,7,Week 1
2-room apartment@heart of BKK,Jirapha,Parthum Wan,13.74381,100.54792,Entire home/apt,2250,7,92,2022-12-15,0.81,1,70,8,Week 1
Cozy Studio Sleep3 at Phattanakan 26,GrongGaew,Suanluang,13.73693,100.61644,Private room,1004,2,0,,0.0,4,365,0,Week 1
1 BR on Srinakrin Rd. Parkland,Dujdao,Bang Na,13.65441,100.64548,Private room,797,1,0,,0.0,1,362,0,Week 1
Close to river and near city. Free pick up,Hataipat,Khlong San,13.71672,100.5092,Entire home/apt,1286,5,75,2020-02-27,0.7,5,0,0,Week 1
Cozy 7th,Kia,Chatu Chak,13.79616,100.56478,Private room,1636,2,0,,0.0,1,179,0,Week 1
Comfortable studio room on Ratchada,Pantanida,Huai Khwang,13.79216,100.57502,Entire home/apt,540,28,25,2022-12-02,0.32,1,10,3,Week 4
Modern Condo 2 mins walk to Sukhumvit BTS Skytrain,Kiattisak,Phra Khanong,13.69784,100.60635,Entire home/apt,999,5,103,2022-12-11,0.96,53,336,13,Week 1
"BTS Phyathai/Airport Link, top floor views!",Kostas,Ratchathewi,13.75409,100.53552,Entire home/apt,3587,7,0,,0.0,1,270,0,Week 1
1BR Cosy & Perfect Location @Asoke BTS/MRT,Jocelyn,Khlong Toei,13.73606,100.55934,Entire home/apt,1845,3,129,2021-06-29,1.22,1,336,0,Week 1
Newly Renovated 3BR Suite 146sqm BTS Thonglo,Nisa,Vadhana,13.73958,100.5865,Entire home/apt,4720,2,252,2020-02-23,2.11,2,347,0,Week 1
Quiet&Cozy Place on Thong Lor Street,Warin,Vadhana,13.73862,100.585,Private room,1049,3,1,2014-01-01,0.01,1,365,0,Week 1
One bedroom suite with kitchen@ center of Bangkok,Attakorn,Parthum Wan,13.74551,100.54235,Entire home/apt,3500,5,1,2022-10-08,0.37,1,0,1,Week 1
LumpiniVille Prachachuen-Phongphet2,Kirawut,Vadhana,13.7214,100.58484,Private room,1758,1,0,,0.0,1,365,0,Week 1
quiet relaxing country life in BKK,Nitchakun,Saphan Sung,13.76276,100.69127,Entire home/apt,1000,1,0,,0.0,1,365,0,Week 1
1Br 5mins walk to Airport Link Hua Mak sky train,GrongGaew,Suanluang,13.73786,100.64065,Entire home/apt,1351,30,11,2017-12-30,0.14,4,89,0,Week 4
3BR 300 SqM Apt near BTS PhromPhong,Sanjay,Khlong Toei,13.72468,100.56838,Private room,3000,1,0,,0.0,1,365,0,Week 1
"Large 2 bedrooms apartment, Silom",Nisith,Bang Rak,13.72004,100.5186,Entire home/apt,5500,2,25,2022-12-01,0.25,1,338,7,Week 1
"Downtown,just 100m. To Siam,MBK,BTS",Hataipat,Ratchathewi,13.75156,100.52988,Entire home/apt,1336,5,77,2019-10-28,0.71,5,0,0,Week 1
iSanook Eco Studio 6,ISanook Hotel,Bang Rak,13.7319,100.52255,Private room,1800,30,6,2018-07-16,0.06,45,320,0,Week 4
iSanook Studio 32 sqm 5,ISanook Hotel,Bang Rak,13.732,100.52294,Private room,2100,30,3,2022-02-07,0.03,45,357,1,Week 4
iSanook Family Suite Deluxe 67 sqm 3,ISanook Hotel,Bang Rak,13.7332,100.52094,Private room,3900,30,1,2022-08-27,0.24,45,330,1,Week 4
City view Studio surrounding by street food,Nicky,Bang Kho laen,13.69945,100.52725,Entire home/apt,950,2,7,2022-12-23,0.07,6,86,1,Week 1
Yoong Thong Double Standard Room,Tienchai,Min Buri,13.78318,100.74785,Private room,1620,30,0,,0.0,2,365,0,Week 4
Rachapruk Twin Standard Room,Tienchai,Min Buri,13.78115,100.7482,Private room,1620,1,0,,0.0,2,365,0,Week 1
Spacious 1 bed apartment close to BTS.,Ian,Phra Khanong,13.68469,100.60719,Entire home/apt,1290,30,2,2013-04-17,0.02,1,87,0,Week 4
"Comfortable serviced 1BR, BTS, POOL",Naphaporn,Phaya Thai,13.78519,100.5496,Entire home/apt,2000,1,8,2022-12-03,0.1,1,360,1,Week 1
New Model Studio 24,Yair,Suanluang,13.72219,100.6145,Entire home/apt,1004,10,2,2016-11-13,0.02,10,365,0,Week 2
New Model Studio 24 - Sukhumvit 77,Yair,Suanluang,13.71916,100.63024,Entire home/apt,1004,10,9,2017-03-30,0.09,10,365,0,Week 2
Suite Room 1 at MetroPoint,Kasem,Bang Kapi,13.7703,100.63148,Private room,1905,1,0,,0.0,3,365,0,Week 1
Central Bangkok Condominium,Aggarat,Huai Khwang,13.77302,100.57755,Private room,1212,1,0,,0.0,1,365,0,Week 1
Cool and Comfortable MRT in the Shadows of Silom,Evan,Sathon,13.72062,100.54707,Entire home/apt,600,1,146,2022-11-19,1.36,37,358,3,Week 1
iSanook Family Suite Deluxe 67 sqm 2,ISanook Hotel,Bang Rak,13.73155,100.52129,Private room,3700,30,6,2019-06-30,0.07,45,330,0,Week 4
Songphra Suite Deluxe 45sqm - Women,ISanook Hotel,Bang Rak,13.7334,100.52328,Private room,900,30,4,2016-04-30,0.04,45,301,0,Week 4
iSanook Student Studio Sublevel 4,ISanook Hotel,Bang Rak,13.73391,100.52297,Private room,1500,30,6,2022-04-22,0.06,45,302,1,Week 4
iSanook Student Studio Sublevel 1,ISanook Hotel,Bang Rak,13.73205,100.5234,Private room,1500,30,4,2020-01-21,0.05,45,321,0,Week 4
Artsy 1Bedroom On The Top Floor BKK,Sornkrit,Phaya Thai,13.78756,100.55304,Entire home/apt,3000,1,0,,0.0,1,365,0,Week 1
Reservations are not accepted from March to April,Vincent,Huai Khwang,13.79654,100.57543,Entire home/apt,2500,2,0,,0.0,1,359,0,Week 1
"Wifi. Kitchen. Natural Light, 1 bedrm, 200m toBTS",Bee,Phra Khanong,13.70488,100.60475,Entire home/apt,900,7,10,2019-01-24,0.11,1,271,0,Week 1
Spacious 1BR with Spectacular View,Ome,Khlong Toei,13.72635,100.57211,Entire home/apt,2123,3,210,2022-12-14,1.98,3,294,18,Week 1
One bed room comfortable condo,Sina,Vadhana,13.70714,100.60281,Entire home/apt,2236,1,0,,0.0,1,365,0,Week 1
45 sq.m. room w/Kitchen 1 step from BTS,Kiat,Phra Khanong,13.69011,100.60844,Entire home/apt,2275,7,12,2016-12-10,0.11,1,98,0,Week 1
✵✵Cool Calm and Quiet Near MRT Silom and Center✵✵,Evan,Sathon,13.72065,100.54713,Entire home/apt,736,1,120,2022-12-06,1.12,37,321,1,Week 1
iSanook Studio 32 sqm 4,ISanook Hotel,Bang Rak,13.73386,100.52322,Private room,2100,30,0,,0.0,45,217,0,Week 4
iSanook Suite Deluxe 45 sqm 4,ISanook Hotel,Bang Rak,13.73227,100.52112,Private room,2743,30,3,2018-02-18,0.03,45,341,0,Week 4
iSanook Suite 34 sqm 5,ISanook Hotel,Bang Rak,13.7319,100.52202,Private room,1900,30,10,2022-11-20,0.1,45,323,1,Week 4
Prima Condo 1BR+Internet near Suvarnabhumi airport,GrongGaew,Suanluang,13.7141,100.64207,Entire home/apt,1004,3,0,,0.0,4,90,0,Week 1
Luxury Apartment type 06,Nantiruj,Khlong Toei,13.73833,100.55635,Private room,1347,2,40,2022-07-15,0.38,5,330,1,Week 1
"Bangkok,Room  near JJ market/BTS",Darawan,Chatu Chak,13.81674,100.56603,Private room,1200,30,0,,0.0,1,363,0,Week 4
8-bed Room/in Ratchada/Wifi,Siamaze,Din Daeng,13.78653,100.56912,Private room,2000,1,23,2018-02-22,0.22,8,90,0,Week 1
Nantiruj  Apartment  94 Sqm.   *,Nantiruj,Khlong Toei,13.73892,100.55673,Entire home/apt,1850,2,6,2020-01-05,0.06,5,330,0,Week 1
"Bangkok near BTS Cosy Room Wifi, host take care",Tesue,Vadhana,13.70992,100.59918,Shared room,712,2,1,2018-08-01,0.02,1,355,0,Week 1
100 SQM Spacious 2BR - 450 m from RN03 station,Tatiya,Chatu Chak,13.84279,100.56287,Entire home/apt,2236,2,215,2022-12-20,1.96,13,325,29,Week 1
Homey Studio Apt in Upscale Area,Add,Vadhana,13.73767,100.58381,Entire home/apt,1712,2,41,2022-12-01,0.37,1,333,1,Week 1
iSanook Suite Deluxe 45 sqm 5,ISanook Hotel,Bang Rak,13.73217,100.52297,Private room,2743,30,1,2014-03-24,0.01,45,341,0,Week 4
iSanook Suite Deluxe 45 sqm 3,ISanook Hotel,Bang Rak,13.73352,100.52143,Private room,2686,30,2,2017-03-06,0.02,45,341,0,Week 4
Bangna Condo quiet and big park,Thanapat,Bang Na,13.65487,100.64337,Private room,1732,15,1,2014-07-09,0.01,1,365,0,Week 3
Private Double Room in Ratchada/Ensuit/WiFi,Siamaze,Din Daeng,13.7863,100.57026,Private room,943,1,5,2022-11-26,0.05,8,357,2,Week 1
iSanook Studio 32 sqm 1,ISanook Hotel,Bang Rak,13.73418,100.5226,Private room,1957,30,3,2022-06-07,0.03,45,341,1,Week 4
Bangkok Homestay near Metro & BTS,Natty,Bang Sue,13.83165,100.52765,Private room,418,2,0,,0.0,1,365,0,Week 1
Spacious two Bedroom Apartment,Yair,Suanluang,13.72376,100.61804,Entire home/apt,1974,10,6,2019-02-04,0.06,10,365,0,Week 2
(W1) 2 Bedroom/MRT Samyan/Free WIFI/6ppl,Tan,Bang Rak,13.73232,100.52657,Entire home/apt,2701,1,239,2021-02-26,2.12,8,346,0,Week 1
Modern apartment near airport,Krittiya,Bang Na,13.66352,100.64885,Entire home/apt,950,3,23,2022-12-14,0.24,13,260,4,Week 1
บ้านใกล้สุวรรณภูมิ ตรงข้ามแอร์พอร์ตลิ้งบ้านทับช้าง,Prare,Saphan Sung,13.73667,100.69141,Entire home/apt,10355,1,0,,0.0,1,365,0,Week 1
Newly renovated  apartment near the airport,Krittiya,Bang Na,13.66375,100.64965,Entire home/apt,950,30,41,2022-05-23,0.39,13,245,2,Week 4
k79room near BTS Onnut,Warut,Vadhana,13.70811,100.60112,Shared room,400,1,4,2018-09-07,0.04,1,365,0,Week 1
Luxury Serviced House City Centre - 250 sq meters.,Panpilas,Huai Khwang,13.75806,100.56938,Entire home/apt,4161,3,195,2022-12-22,1.82,1,145,4,Week 1
Cozy city room by the river,Thanijchayapha,Yan na wa,13.67892,100.5265,Entire home/apt,1800,3,0,,0.0,1,90,0,Week 1
"Condo CBD Bangkok, 100m fr. skytrain (Ratchadamri)",Peung Pataraporn,Parthum Wan,13.73982,100.5406,Entire home/apt,1004,23,2,2018-05-14,0.02,1,76,0,Week 4
cozy apartment&beautiful city view,Imteddy,Chatu Chak,13.80556,100.56883,Entire home/apt,590,6,24,2022-08-22,0.36,1,325,3,Week 1
iSanook Suite Deluxe 45 sqm 2,ISanook Hotel,Bang Rak,13.73167,100.52116,Private room,2650,30,4,2014-04-07,0.04,45,341,0,Week 4
iSanook Suite 34 sqm 4,ISanook Hotel,Bang Rak,13.7344,100.52201,Private room,1900,30,18,2022-08-03,0.17,45,337,3,Week 4
☞✭✮✯Old Spice Quiet Luxury in Heart of Bangkok✬✭✮✯,Evan From Sanctuary House,Sathon,13.72052,100.54682,Entire home/apt,1400,1,300,2022-10-24,2.69,8,327,4,Week 1
Luxury 3 Bedrooms Suite @BTS Phrompong,Kiattisak,Vadhana,13.73616,100.57224,Entire home/apt,9999,2,46,2019-02-26,0.43,53,356,0,Week 1
The Nest - Cozy Studio top floor,David,Phra Khanong,13.70309,100.60269,Entire home/apt,1500,3,21,2022-09-15,0.25,7,207,5,Week 1
็Home with club house,Somkid,Pra Wet,13.72352,100.6536,Entire home/apt,10000,1,0,,0.0,1,365,0,Week 1
iSanook Student Studio Sublevel 3,ISanook Hotel,Bang Rak,13.73337,100.52274,Private room,1500,30,10,2022-06-18,0.09,45,189,1,Week 4
Bed in 4-bed Mixed Dorm in Ratchada/WiFi,Siamaze,Din Daeng,13.78542,100.56921,Shared room,456,1,4,2017-04-16,0.04,8,353,0,Week 1
The SkyHouse Duplex - Luxury Home,David,Phra Khanong,13.70482,100.60336,Entire home/apt,1900,3,16,2022-12-26,0.24,7,230,3,Week 1
Luxury 3 Bedrooms Suite @BTS Phrompong,Kiattisak,Vadhana,13.7361,100.5704,Entire home/apt,9999,2,25,2022-12-07,0.24,53,358,2,Week 1
Bohemian Apartment (Pradipat-Ari),Bert,Phaya Thai,13.79203,100.54336,Entire home/apt,1457,30,153,2018-07-02,1.5,1,76,0,Week 4
"CBD Silom/Sathorn, Great Value & Reliable, 1BR",Bojan,Bang Rak,13.72153,100.5286,Entire home/apt,1212,5,25,2020-03-15,0.24,1,178,0,Week 1
iSanook Student Studio Sublevel 5,ISanook Hotel,Bang Rak,13.73208,100.52062,Private room,1500,30,7,2019-07-22,0.07,45,234,0,Week 4
iSanook Studio 32 sqm 2,ISanook Hotel,Bang Rak,13.73397,100.52272,Private room,2100,30,7,2017-10-25,0.07,45,336,0,Week 4
iSanook Eco Studio 4,ISanook Hotel,Bang Rak,13.73229,100.52286,Private room,1700,30,5,2019-03-19,0.05,45,336,0,Week 4
"Home Away from Home, Sukhumvit-Asoke",Ba-Wornpak (TAE),Khlong Toei,13.72752,100.55957,Entire home/apt,2000,2,65,2022-06-21,0.67,1,177,1,Week 1
iSanook Eco Studio 7,ISanook Hotel,Bang Rak,13.73244,100.52204,Private room,1800,30,21,2020-04-11,0.19,45,336,0,Week 4
BANGKOK HUB DORM public transport,Kriengkrai,Sathon,13.71711,100.51524,Shared room,490,2,27,2019-08-01,0.25,7,365,0,Week 1
iSanook Suite Deluxe 45 sqm 1,ISanook Hotel,Bang Rak,13.73232,100.52336,Private room,2700,30,8,2015-03-25,0.07,45,327,0,Week 4
iSanook Studio 32 sqm 6,ISanook Hotel,Bang Rak,13.73241,100.52168,Private room,2100,30,23,2018-01-11,0.21,45,357,0,Week 4
iSanook Family Suite Deluxe 67 sqm 1,ISanook Hotel,Bang Rak,13.73195,100.52318,Private room,3657,30,33,2022-10-01,0.3,45,330,1,Week 4
"Deluxe studio 45sqm,TheUpRama3,Kitchen,Kid’sClub",Kriengsak,Yan na wa,13.70249,100.53757,Private room,7343,1,1,2019-09-22,0.03,8,349,0,Week 1
iSanook Suite 34 sqm 1,ISanook Hotel,Bang Rak,13.73288,100.52328,Private room,2450,30,15,2022-11-20,0.14,45,320,2,Week 4
Near Suvarnabhumi Airport,Luckana,Lat Krabang,13.71944,100.73128,Entire home/apt,1316,1,63,2020-02-28,0.57,2,365,0,Week 1
❂Citycenter✺Subway station✺Private Bathroom✺A1rc0n,Evan,Sathon,13.72066,100.5471,Entire home/apt,800,1,193,2020-10-31,1.72,37,355,0,Week 1
unit A-Sweet Studio- 2 guests,Oillie,Bangkok Yai,13.74266,100.47679,Entire home/apt,1100,1,8,2020-01-23,0.07,11,354,0,Week 1
1 Bedroom with Twin Beds- 2 guests,Oillie,Bangkok Yai,13.74286,100.47575,Entire home/apt,1600,1,4,2018-03-28,0.05,11,365,0,Week 1
1 Bedroom with a Double Bed- 2 guests,Oillie,Bangkok Yai,13.74162,100.47567,Entire home/apt,1400,1,2,2022-11-24,0.3,11,365,2,Week 1
2 Bedrooms with two double beds for 4 people,Oillie,Bangkok Yai,13.74308,100.47737,Entire home/apt,2700,1,1,2016-01-10,0.01,11,365,0,Week 1
★☆★Street Food@Ur Doorstep Quiet&Cozy BKK Center☆★,Evan,Sathon,13.72067,100.54706,Entire home/apt,750,1,181,2022-11-21,1.61,37,290,8,Week 1
Luxury 3 Bedrooms Suite @BTS Phrompong,Kiattisak,Vadhana,13.73757,100.56994,Entire home/apt,9999,2,24,2022-12-22,0.24,53,359,2,Week 1
Adagio Bangkok Hotel,Adagio Bangkok,Khlong Toei,13.71747,100.5804,Private room,1300,1,1,2018-08-20,0.02,6,365,0,Week 1
French Vintage Around the World B&B 中文服務 華語溝通,Around The World B&B,Suanluang,13.73749,100.63279,Private room,8000,1,14,2018-07-04,0.15,10,365,0,Week 1
Siam City....Around the World B&B 中文服務 華語溝通,Around The World B&B,Suanluang,13.73618,100.63117,Private room,950,1,13,2018-02-19,0.13,10,364,0,Week 1
"Kid-friendly, Amazing Views Bangkok",Achara,Bang Na,13.68401,100.61513,Entire home/apt,1905,2,60,2022-12-20,0.6,1,326,10,Week 1
One bedroom & Living Room near BTS,Yair,Suanluang,13.72351,100.61641,Entire home/apt,1835,10,0,,0.0,10,365,0,Week 2
NJ cozy room - Airport link Ram,Kanokon,Suanluang,13.7447,100.60093,Private room,1801,30,3,2017-12-29,0.03,2,312,0,Week 4
"double bed, comfortable, Adagio Bangkok(Superior)",Adagio Bangkok,Khlong Toei,13.70597,100.59998,Private room,1050,1,1,2017-08-25,0.02,6,358,0,Week 1
"10minBTS & Pier, BKK heart+Pool+Gym+Sauna+FastWifi",Sujira,Sathon,13.71261,100.51296,Entire home/apt,800,1,251,2022-12-12,2.39,25,257,30,Week 1
"Prime location,near BTS Ratchadamri",Panumas,Parthum Wan,13.73954,100.53954,Entire home/apt,1351,1,53,2017-11-05,0.54,1,241,0,Week 1
2 Beds Connecting Room Furnished apartment,Yair,Suanluang,13.72343,100.61643,Entire home/apt,1659,10,5,2019-02-28,0.05,4,343,0,Week 2
Authentic Family House,Phakarat,Bang Sue,13.80733,100.53038,Entire home/apt,1843,2,4,2022-08-16,0.04,1,173,1,Week 1
Downtown Condo 2 mins from BTS,Gün,Vadhana,13.71805,100.59001,Private room,4429,3,0,,0.0,1,365,0,Week 1
sirinda,Sirinda,Khlong Sam Wa,13.84645,100.69468,Entire home/apt,2000,1,0,,0.0,1,365,0,Week 1
WildWest Room..Around the World B&B 中文服務 華語溝通,Around The World B&B,Suanluang,13.73584,100.63094,Private room,950,1,3,2017-08-09,0.03,10,364,0,Week 1
Little India...Around the World B&B 中文服務 華語溝通,Around The World B&B,Suanluang,13.73601,100.63298,Private room,800,1,9,2019-01-07,0.09,10,364,0,Week 1
Sumo Village...Around the World B&B 中文服務 華語溝通,Around The World B&B,Suanluang,13.736,100.63322,Private room,742,1,9,2018-11-27,0.09,10,364,0,Week 1
Cozy 1 BD apt in Sukhumvit Soi 11,Andrea,Vadhana,13.74322,100.5564,Entire home/apt,1212,24,61,2022-12-03,0.63,1,12,7,Week 4
Comfort Condominium in Center BKK,Coco,Din Daeng,13.75941,100.55571,Private room,1500,3,0,,0.0,2,365,0,Week 1
"Designer's House, 5 mins to skytrain, Vintage Room",Anne Araya,Phra Khanong,13.69952,100.6077,Private room,890,1,10,2019-11-21,0.13,25,332,0,Week 1
An apartment in Bangkok centre,Todd,Bang Rak,13.72982,100.52558,Entire home/apt,1100,2,33,2016-10-08,0.34,1,0,0,Week 1
"Serenity nr JJmarket,malls,MRT+BTS",Pat,Chatu Chak,13.81892,100.56602,Entire home/apt,1039,7,75,2022-10-25,0.73,1,331,5,Week 1
Female Dorm Room 4 Bunk Beds,Chatri,Ratchathewi,13.75285,100.53742,Shared room,450,1,25,2020-01-12,0.28,10,365,0,Week 1
6MinWalk to Train Park &Malls,Anna,Khlong Toei,13.72582,100.5704,Entire home/apt,990,30,27,2019-06-30,0.31,3,340,0,Week 4
"✯Cool, colorful and Private near MRT Central BKK✯",Evan,Sathon,13.72066,100.54713,Entire home/apt,650,1,106,2022-12-07,1.07,37,315,1,Week 1
LOFT 2 BR Silom- 5 min BTS S Taksin,Wimonpak,Sathon,13.71759,100.51373,Entire home/apt,1700,1,218,2022-12-02,2.07,41,333,11,Week 1
"Only12$, Private Aircondition Room.",Ko,Saphan Sung,13.77458,100.67411,Private room,390,1,16,2018-09-02,0.15,2,354,0,Week 1
Cozy 1BR freeWifi at BTSChidlom near Erawan shrine,Gee,Parthum Wan,13.74444,100.54409,Entire home/apt,3436,1,19,2022-10-25,0.2,8,329,6,Week 1
Boutique Serviced Apartments BKK,Hathai,Bang Kho laen,13.70968,100.51419,Private room,2087,1,0,,0.0,3,365,0,Week 1
Feung Nakorn Room with Breakfast in Old town BKK,Sasi,Phra Nakhon,13.74771,100.49931,Private room,3545,1,61,2022-11-30,0.62,24,360,6,Week 1
Fabulous Second Floor Apartment Dasiri Downtown,Dasiri Property,Vadhana,13.746885,100.558998,Entire home/apt,1380,1,238,2022-04-10,2.42,5,89,2,Week 1
Fabulous Third Floor Apartment Dasiri Downtown,Dasiri Property,Vadhana,13.746899,100.558998,Entire home/apt,1150,1,218,2022-06-22,2.2,5,89,2,Week 1
Bangkok Exclusive Serviced Apartmen,Hathai,Bang Rak,13.73244,100.5216,Private room,1879,1,0,,0.0,3,364,0,Week 1
New 2 BR Apt central BKK free wifi,Nim,Vadhana,13.73861,100.57353,Entire home/apt,2000,30,34,2022-11-12,0.35,1,195,3,Week 4
68sqm Cozy city view 1BR 2mins walk BTS Chidlom,Gee,Parthum Wan,13.74373,100.54257,Entire home/apt,3343,1,25,2022-12-03,0.25,8,334,15,Week 1
iSanook Eco Studio 5,ISanook Hotel,Bang Rak,13.73427,100.52155,Private room,1757,30,4,2015-06-09,0.04,45,325,0,Week 4
Riverside city5mins BTS can sleep 3,Hataipat,Khlong San,13.71303,100.50001,Entire home/apt,1500,2,3,2020-01-07,0.03,5,32,0,Week 1
"1BR, 2F, Sukhumvit soi31",Hattori,Vadhana,13.7427,100.57013,Entire home/apt,1100,14,41,2022-12-21,0.44,1,124,10,Week 2
Private Boutique Room 10min 2 Skytrain free WiFi,Alex,Vadhana,13.73094,100.5954,Private room,630,1,45,2019-04-08,0.57,36,349,0,Week 1
Arty decor Apartment near old town,Sukanya,Dusit,13.76007,100.51349,Entire home/apt,1200,14,57,2022-12-10,0.58,2,185,3,Week 2
"*Kingsize Boutique Room* 10min to Skytrain, WiFi",Alex,Vadhana,13.73053,100.59591,Hotel room,859,1,35,2022-11-23,0.4,36,349,2,Week 1
"Private Rooms Entire flr up to 6pax, WiFi, Market",Alex,Vadhana,13.73198,100.59549,Private room,800,1,12,2022-11-13,0.14,36,164,1,Week 1
Studio Sukhumvit Subway downtown,Riya & Bernard,Khlong Toei,13.70991,100.59164,Entire home/apt,800,15,130,2022-10-30,1.28,1,266,4,Week 3
Stunning 2 Bedroom Penthouse,Fiona,Vadhana,13.73537,100.58466,Entire home/apt,3071,2,50,2020-03-08,0.52,1,182,0,Week 1
Room Bali Hut..Around the World B&B 中文服務 華語溝通,Around The World B&B,Suanluang,13.73754,100.63129,Private room,700,1,37,2020-03-05,0.38,10,364,0,Week 1
1BR on Prime Sukumvit Rd.,Chichaya,Khlong Toei,13.72402,100.57832,Entire home/apt,2036,5,20,2022-11-18,0.22,1,339,7,Week 1
Stylish & Cozy 1 BR apartment/ Pool / near Silom,Neena,Sathon,13.71937,100.53883,Entire home/apt,800,30,21,2022-07-25,0.28,5,211,4,Week 4
"50square,Quiet apt close to MRT.",Zhang,Huai Khwang,13.77496,100.57364,Entire home/apt,1351,1,181,2018-01-28,1.75,1,145,0,Week 1
Sitara Place Serviced Apartment and Hotel,Sitara,Din Daeng,13.764796257019045,100.56478118896484,Entire home/apt,990,1,302,2022-12-28,3.38,1,360,277,Week 1
2BR Family friendly B&B in old town BKK,Sasi,Phra Nakhon,13.74941,100.49719,Private room,3892,1,2,2018-01-22,0.03,24,363,0,Week 1
The Prime 11 in Sukhumvit11 BTS NANA and Nightlife,Teravit,Vadhana,13.74474,100.55718,Private room,1250,30,1,2019-02-18,0.02,1,179,0,Week 4
"Triple room,Near Grand Palace",Sasi,Phra Nakhon,13.7477,100.49783,Hotel room,3910,1,10,2022-12-07,0.1,24,347,2,Week 1
"Natural light, Entire room near MRT Ladprao 500m",Sai,Chatu Chak,13.80406,100.57064,Private room,517,15,0,,0.0,1,330,0,Week 3
Solo Express Bangkok,Solo Express,Suanluang,13.70719,100.60582,Private room,1700,1,0,,0.0,1,365,0,Week 1
Modern 65 sqm BR APT + tub Silom-Lumphini MRT-Park,Bee,Sathon,13.71882,100.54796,Entire home/apt,2650,1,16,2019-11-24,0.18,29,181,0,Week 1
"70 sqm FOREST 2 BR/2Baths,MRT Lumpini/Sathon/Silom",Bee,Sathon,13.71959,100.5486,Entire home/apt,3067,1,183,2022-08-26,1.91,29,272,5,Week 1
Convenience Condo in Bangkok (MRT),Coco,Din Daeng,13.79827,100.57379,Private room,2200,3,0,,0.0,2,364,0,Week 1
Clean Comfy at Chidlom 2 mins toBTS,Gee,Parthum Wan,13.74468,100.543,Private room,1586,1,15,2020-01-24,0.15,8,362,0,Week 1
RamIntra 1BR-Near TH Boxing Stadium,Piyanut,Bang Khen,13.86789,100.60451,Entire home/apt,1200,1,34,2022-05-12,0.33,1,330,2,Week 1
Bright spacious 1BR Condo 15mins to Silom,Panx,Thon buri,13.71066,100.48007,Entire home/apt,907,5,6,2022-11-18,0.12,1,325,1,Week 1
Private Kingsize bed 10mins to SkyTrain free BF,Alex,Vadhana,13.73256,100.59577,Hotel room,650,1,24,2017-07-10,0.26,36,349,0,Week 1
5mins walk ratchathewi BTS 4th fl.,Pemigar,Ratchathewi,13.75018,100.53277,Entire home/apt,1150,3,73,2022-11-14,0.76,5,313,7,Week 1
Lovely apartment in Trendy Ari area,Nuttee,Phaya Thai,13.78898,100.54582,Entire home/apt,1905,3,33,2020-01-03,0.33,2,330,0,Week 1
1 Bedroom near MRT & BTS station.,Pk,Chatu Chak,13.80646,100.56226,Entire home/apt,2211,1,8,2020-02-10,0.08,8,131,0,Week 1
